Gene	A_1	A_2	A_3	A_4	A_5	B_1	B_2	B_3	B_4	B_5
AICDA	1	1	0	1	0	0	0	1	0	0
AIDA	8214	6668	4670	9771	5989	5474	5503	5966	4631	3396
AIF1	1019	797	578	1408	603	636	641	616	491	337
AIF1L	4936	4580	2928	5851	3258	10802	11300	11153	9254	5835
AIFM1	5359	4430	2970	6660	3424	1656	1754	1720	1530	911
AIFM2	1701	2002	1218	2294	1455	750	871	822	656	408
AIFM3	73	122	69	148	110	3913	3995	3896	3447	2319
AIG1	1683	1377	1032	2079	1126	2663	2899	2818	2411	1512
AIM1	2198	1824	1263	2495	1648	176	189	194	139	74
AIM1L	164	179	115	166	135	3	5	4	4	2
AIM2	80	63	51	108	52	21	19	20	18	6
AIMP1	4839	3711	2762	5930	3355	2028	2074	2239	1804	1267
AIMP2	2088	2175	1445	2710	1749	429	528	455	405	293
AIP	2870	3418	2181	4015	3093	3073	3250	3080	2720	1967
AIPL1	3	6	6	8	7	11	16	11	10	9
AIRE	0	1	2	7	7	44	38	45	30	20
AJAP1	1221	1215	821	1643	997	753	781	716	640	432
AK1	1839	2166	1420	2542	1554	4857	5274	5072	4491	2513
AK2	18832	16967	11217	23459	13039	3958	4058	4110	3406	2159
AK3	5486	4231	3040	6490	3860	4017	4062	4533	3474	2575
AK4	10686	8882	6029	12627	8257	5572	5498	5954	4793	3572
AK5	246	207	166	337	207	17609	18392	18642	15403	10267
AK7	186	131	100	186	117	181	171	168	156	79
AK8	41	25	30	53	29	123	183	148	121	70
AKAP1	5841	5611	3489	7115	4412	5361	5823	5467	4766	2910
AKAP10	1784	1530	1035	2087	1330	2194	2243	2320	1942	1328
AKAP11	5257	4180	2949	5907	4001	23679	24184	25284	20297	14083
AKAP12	7191	6367	4332	8261	5724	21969	23174	23595	19032	12895
AKAP13	4021	3795	2657	4549	3052	2831	2909	3076	2519	1598
AKAP14	1	2	1	2	2	9	12	5	15	4
AKAP17A	0	3	0	3	1	2	2	0	2	0
AKAP2	13	18	13	19	38	10	7	11	7	11
AKAP3	106	95	62	144	77	143	158	121	128	81
AKAP4	1	1	0	0	0	0	0	1	0	0
AKAP5	396	355	241	522	297	2477	2521	2761	2143	1463
AKAP6	424	323	269	492	315	15472	15998	16410	13114	9272
AKAP7	561	433	300	665	424	1184	1264	1303	1044	759
AKAP8	2618	2404	1590	3249	2206	1987	1980	1970	1663	1109
AKAP8L	4432	4390	2844	5840	3642	5325	5778	5628	4999	3258
AKAP9	5323	4486	3053	6087	4301	5812	5799	6177	4973	3895
AKD1	279	254	186	357	215	816	793	820	714	465
AKIP1	954	995	675	1335	859	722	756	735	624	447
AKIRIN1	7560	6577	4498	9312	5927	4565	4850	4955	4030	2992
AKIRIN2	2284	1930	1305	2634	2029	2859	2939	3040	2426	2124
AKIRIN2-AS1	127	99	74	129	99	45	57	55	52	28
AKNA	2434	2461	1590	2840	2295	1018	1048	1058	916	591
AKNAD1	16	11	4	19	7	23	20	13	13	12
AKR1A1	6546	6792	4258	8505	4376	2752	2954	2784	2536	1381
AKR1B1	9459	9648	5834	12346	6228	6154	6791	6341	5388	3085
AKR1B10	658	579	363	764	465	2	1	1	3	1
AKR1B15	8	6	6	8	7	0	0	2	0	1
AKR1C1	6549	5748	4078	8412	4171	615	690	679	552	345
AKR1C2	2207	1978	1268	2841	1365	325	404	360	331	204
AKR1C3	3278	2857	1930	3951	2179	495	492	541	422	262
AKR1C4	4	3	7	8	1	0	0	0	0	0
AKR1CL1	3	1	1	3	2	0	0	0	0	0
AKR1D1	206	172	114	244	117	1	0	0	0	0
AKR1E2	202	153	112	231	127	79	70	63	67	23
AKR7A2	3144	3103	1993	3880	2656	1643	1734	1677	1373	1036
AKR7A2P1	48	33	23	48	38	5	8	8	11	11
AKR7A3	44	59	41	67	38	95	114	88	64	48
AKR7L	106	93	65	127	71	96	117	95	96	53
AKT1	10521	11987	7602	13376	9586	6729	7331	6897	5878	3809
AKT1S1	2702	2795	1756	3341	3020	1731	1807	1713	1649	1252
AKT2	6430	7537	4719	8388	6480	6622	7206	6733	5795	3801
AKT3	3101	2469	1891	3613	2364	11950	12408	13097	10333	7228
AKTIP	1217	1065	697	1450	791	5058	5134	5336	4503	2914
ALAD	2887	2849	1870	3730	2109	7875	8506	8331	7060	4275
ALAS1	4232	3803	2679	5243	2933	5633	5926	6132	4951	3009
ALAS2	2337	2521	1529	3025	1482	30	19	30	22	18
ALB	123768	102305	69350	146490	78866	54	81	93	51	43
ALCAM	5741	4488	3283	6471	4509	8530	8505	9140	7014	5525
ALDH16A1	627	859	612	986	2019	328	336	341	316	421
ALDH18A1	10619	9423	6332	12821	7227	2111	2323	2267	1848	1174
ALDH1A1	2955	2292	1719	3543	1927	8684	9148	9669	7902	5187
ALDH1A2	8455	7509	4976	9809	5824	254	245	291	202	155
ALDH1A3	1045	853	619	1254	730	1335	1473	1519	1177	773
ALDH1B1	4476	4094	2673	5608	3239	727	785	800	658	422
ALDH1L1	434	489	309	580	340	5648	6362	6109	5206	2878
ALDH1L2	711	559	395	729	527	1035	1104	1211	932	649
ALDH2	2320	2160	1449	2888	1695	16065	16965	17023	14340	9039
ALDH3A1	164	245	155	267	177	32	35	16	38	13
ALDH3A2	4697	3715	2676	5353	3150	5196	5263	5600	4448	3112
ALDH3B1	1574	1969	1197	2117	1625	201	212	212	168	124
ALDH3B2	116	167	64	187	117	0	0	0	0	0
ALDH4A1	2114	2585	1687	2864	2244	3215	3686	3370	2967	1901
ALDH5A1	2551	2243	1579	3131	1941	6668	6988	7166	5737	4150
ALDH6A1	1487	1187	881	1729	800	5112	5450	5255	4581	2447
ALDH7A1	5708	4776	3226	6794	3649	5441	5607	5676	4673	2963
ALDH8A1	42	39	25	35	35	214	273	266	213	149
ALDH9A1	5796	4806	3160	6823	4005	4242	4549	4536	3770	2692
ALDOA	124714	155611	95008	172669	130703	73318	82837	74615	64696	43483
ALDOB	29	19	7	34	10	68	63	87	77	33
ALDOC	9817	9898	6340	12657	6295	83626	92029	87268	73876	40943
ALG1	1512	1486	919	1879	1200	688	615	667	566	331
ALG10	635	478	393	709	479	188	173	159	146	89
ALG10B	1871	1456	1078	2146	1479	1062	1076	1205	970	668
ALG11	409	375	238	523	359	288	247	289	243	152
ALG12	948	1281	785	1305	1266	698	721	767	658	462
ALG13	2961	2434	1644	3512	2021	1655	1741	1712	1359	952
ALG14	542	437	356	701	328	373	447	449	377	225
ALG1L	51	56	32	77	39	44	44	43	26	14
ALG1L2	5	2	1	4	2	1	1	1	1	2
ALG2	2584	2155	1498	3066	1947	1249	1379	1347	1105	794
ALG3	4130	4651	2888	5293	3375	845	906	795	709	417
ALG5	1893	1560	1003	2260	1323	634	673	714	549	468
ALG6	1463	1190	812	1788	1132	426	450	511	398	269
ALG8	4994	4331	2860	6193	3363	1000	995	987	838	575
ALG9	2955	2433	1776	3592	1946	2049	2222	2155	1807	1087
ALK	146	179	128	202	142	278	314	342	240	171
ALKBH1	946	833	599	1158	684	567	591	606	464	307
ALKBH2	1345	1320	922	1699	983	635	641	656	536	329
ALKBH3	1336	1113	720	1456	806	825	859	833	741	498
ALKBH4	710	616	444	905	635	735	800	804	690	520
ALKBH5	8770	9445	5935	11448	8361	8969	9464	9087	8028	5702
ALKBH6	430	394	296	487	407	507	542	540	505	372
ALKBH7	382	530	432	597	1413	820	678	802	704	1098
ALKBH8	967	710	535	1091	732	641	563	624	552	314
ALLC	1	2	1	0	3	9	14	5	7	2
ALMS1	2678	2415	1635	3038	2263	1681	1765	1903	1475	930
ALMS1P	21	13	19	31	6	38	31	25	38	22
ALOX12	44	60	41	65	50	27	16	24	21	11
ALOX12B	32	23	15	47	30	97	104	97	80	54
ALOX12P2	163	117	72	175	75	97	75	103	65	32
ALOX15	68	76	67	94	45	21	10	18	13	6
ALOX15B	17	7	10	17	9	88	89	96	75	53
ALOX5	155	138	85	158	117	1487	1592	1559	1363	881
ALOX5AP	140	114	58	170	83	457	517	499	430	257
ALOXE3	43	66	40	62	38	191	209	199	204	117
ALPI	82	93	66	76	69	0	0	0	0	0
ALPK1	647	577	416	727	426	311	316	401	264	198
ALPK2	1186	1015	678	1364	826	5	5	10	3	1
ALPK3	635	637	386	666	477	492	639	539	471	281
ALPL	515	601	387	662	517	1333	1507	1316	1169	808
ALPP	72	86	61	104	82	3	0	2	6	2
ALPPL2	12	19	6	19	12	0	1	0	1	0
ALS2	2546	2258	1510	3091	1955	11754	12341	12238	9890	6562
ALS2CL	614	666	404	770	436	1420	1567	1458	1300	714
ALS2CR11	104	84	56	144	76	66	63	78	42	29
ALS2CR12	14	19	11	21	9	52	78	70	53	26
ALS2CR8	485	408	302	528	401	1312	1432	1400	1055	755
ALX1	622	546	383	752	386	1	2	3	1	1
ALX3	144	136	102	189	107	165	163	202	149	83
ALX4	154	184	110	178	145	55	68	46	38	33
AMACR	248	202	139	291	241	215	240	247	208	167
AMBN	81	88	42	105	51	12	6	12	7	2
AMBP	15752	16112	10633	20739	11334	8	9	7	8	4
AMBRA1	3006	3161	1962	3620	2276	3451	3795	3527	3026	1814
AMD1	9541	7487	5354	11235	6747	10432	10413	11057	8939	6432
AMDHD1	241	216	130	269	178	91	106	102	90	60
AMDHD2	136	294	170	283	838	182	167	184	180	265
AMELX	2	1	1	1	0	1	1	0	0	1
AMELY	0	0	0	0	0	0	0	0	0	0
AMFR	6485	6330	4037	8080	5234	8613	9058	8811	7457	5093
AMH	93	158	106	139	758	48	47	49	50	139
AMHR2	124	163	98	204	106	2	0	1	1	1
AMICA1	56	46	28	74	43	371	414	377	349	195
AMIGO1	159	132	102	179	97	2351	2657	2376	1999	1361
AMIGO2	2307	2000	1363	2713	1635	430	471	453	367	273
AMIGO3	273	320	226	335	411	296	320	271	255	209
AMMECR1	2141	1787	1228	2482	1749	292	283	322	262	188
AMMECR1L	3117	2833	1915	3829	2247	1515	1700	1610	1313	841
AMN	18	14	14	26	177	0	0	0	1	5
AMN1	831	624	456	902	547	2685	2747	3006	2410	1698
AMOT	1868	1580	1092	2228	1482	3320	3440	3526	2896	1901
AMOTL1	6373	5983	3912	7349	5015	2915	3240	3277	2603	1770
AMOTL2	3338	3178	2041	4154	3129	4321	4474	4416	3663	2654
AMPD1	11	14	6	10	6	0	2	0	0	0
AMPD2	5230	6056	3718	6936	4658	8455	9162	8928	7599	4356
AMPD3	796	733	477	918	596	1701	1717	1721	1456	963
AMPH	94	86	56	134	95	12682	13303	13388	10938	7140
AMT	1097	1072	691	1400	704	1513	1699	1635	1418	746
AMTN	13	11	10	13	8	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0
AMY2A	4	0	0	0	1	55	59	45	25	28
AMY2B	254	191	129	319	144	1754	1850	2032	1663	1098
AMZ1	83	102	56	72	67	348	315	315	286	199
AMZ2	5585	4886	3098	6808	3673	5416	5755	5879	4751	3250
AMZ2P1	733	630	404	913	438	1852	1819	2000	1519	1084
ANAPC1	7744	6854	4557	8905	5677	2630	2594	2885	2256	1484
ANAPC10	688	566	379	826	510	417	382	434	367	260
ANAPC11	1740	2404	1553	2608	2780	1752	1832	1869	1585	1335
ANAPC13	3909	3063	2220	4806	2476	3121	3122	3299	2751	1831
ANAPC16	6270	5252	3769	8026	4217	3455	3562	3767	3119	2036
ANAPC2	1810	2281	1506	2474	2187	2701	2719	2748	2406	1791
ANAPC4	2081	1669	1209	2330	1490	1265	1351	1500	1192	739
ANAPC5	11745	11169	7224	14714	8125	7810	8338	8086	6805	4341
ANAPC7	5825	4994	3303	7023	4074	3192	3308	3430	2789	1787
ANG	1659	1552	994	2332	964	74	89	67	63	31
ANGEL1	2528	2487	1584	3046	1904	3303	3505	3226	2831	1569
ANGEL2	2351	1968	1302	2837	1795	3006	3113	3382	2568	1750
ANGPT1	981	853	516	1149	756	570	591	592	489	368
ANGPT2	30	20	16	30	17	528	583	619	518	373
ANGPT4	4	4	1	4	5	8	10	12	6	9
ANGPTL1	83	72	46	95	49	95	78	90	74	48
ANGPTL2	1832	1846	1089	2200	1437	2782	2974	2816	2281	1583
ANGPTL3	17	15	13	26	18	4	4	3	1	1
ANGPTL4	808	901	620	1060	920	2182	2245	2203	1900	1528
ANGPTL5	29	23	12	37	17	15	14	14	22	8
ANGPTL6	29	46	24	49	53	36	29	26	20	11
ANGPTL7	12	9	11	9	2	154	188	215	171	80
ANK1	2388	2354	1586	2463	1825	9949	10856	10314	8743	6116
ANK2	937	782	599	1104	708	52743	54450	54380	44317	30895
ANK3	1634	1416	856	1731	1176	31353	32576	33448	26076	19014
ANKAR	167	96	72	131	76	175	157	180	154	108
ANKDD1A	316	282	213	378	251	1232	1202	1231	1050	683
ANKFN1	48	52	30	59	45	35	37	38	27	17
ANKFY1	6586	6031	3927	7698	4872	7000	7449	7212	5854	3950
ANKH	6732	6365	4216	8515	4910	16636	17591	17278	14277	8742
ANKHD1	1100	788	605	1412	717	535	586	606	517	360
ANKHD1-EIF4EBP3	247	220	142	327	126	35	44	42	45	17
ANKIB1	6131	5005	3476	6721	4606	5846	5984	6239	4865	3510
ANKK1	10	9	7	11	4	49	48	41	43	13
ANKLE1	434	471	336	561	336	241	233	236	189	130
ANKLE2	6401	5728	3799	7390	4479	3668	3883	3914	3320	2171
ANKMY1	476	567	374	608	390	426	468	405	336	240
ANKMY2	2426	1898	1396	2861	1622	2751	2897	2866	2314	1604
ANKRA2	1082	879	635	1219	783	991	952	984	887	577
ANKRD1	1195	969	669	1483	769	24	26	25	17	13
ANKRD10	3677	3277	2107	4570	2668	3471	3628	3620	3009	2047
ANKRD11	5896	6336	4260	6686	8730	7401	7531	7377	6377	6080
ANKRD12	2906	2293	1655	3196	2628	6343	6347	6924	5402	4805
ANKRD13A	4573	4033	2769	5456	3242	2537	2552	2604	2121	1438
ANKRD13B	958	1034	662	1246	1128	2652	2778	2698	2259	1862
ANKRD13C	2130	1752	1229	2465	1767	2997	2959	3261	2567	2048
ANKRD13D	1048	1429	894	1481	1359	2360	2384	2409	2056	1544
ANKRD16	450	467	314	572	435	647	741	759	597	392
ANKRD17	9588	8477	5674	10984	7646	10339	10683	10607	8600	6043
ANKRD18A	374	287	224	438	277	187	219	239	145	88
ANKRD18B	284	203	193	322	246	312	293	347	279	326
ANKRD19P	58	39	30	49	29	869	919	861	823	522
ANKRD2	3	4	5	7	5	150	189	198	138	89
ANKRD20A1	0	0	0	0	0	0	0	0	0	0
ANKRD20A2	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0	0	0
ANKRD20A4	17	16	4	18	14	28	40	45	30	17
ANKRD20A5P	106	104	72	141	115	63	84	86	65	49
ANKRD20A8P	36	18	15	38	21	22	34	17	17	16
ANKRD20A9P	481	362	286	537	278	346	337	340	277	135
ANKRD22	10	6	3	19	5	35	39	45	37	22
ANKRD23	348	392	251	445	362	498	525	574	485	292
ANKRD24	75	102	76	144	135	2133	2279	2234	1928	1519
ANKRD26	1437	1080	781	1444	1136	1339	1286	1394	1146	923
ANKRD26P1	1	2	3	0	2	11	12	15	6	5
ANKRD26P3	1	3	0	1	0	5	11	8	13	5
ANKRD27	3168	2889	1935	3774	2363	2355	2567	2480	2146	1388
ANKRD28	7778	6463	4212	8959	5770	5803	5916	6102	5061	3410
ANKRD29	343	349	213	386	272	838	828	913	685	531
ANKRD30A	15	21	23	20	8	1	2	1	0	1
ANKRD30B	391	303	201	466	325	111	133	162	111	89
ANKRD30BL	19	14	7	21	9	62	67	53	39	42
ANKRD30BP2	24	20	16	43	14	4	1	3	6	4
ANKRD31	39	28	14	41	30	45	47	57	28	25
ANKRD32	3226	2464	1910	3825	2463	1113	1116	1319	936	734
ANKRD33	6	5	6	10	5	1	2	7	6	3
ANKRD33B	803	707	460	781	617	2585	2791	2676	2293	1451
ANKRD34A	271	338	205	378	296	3166	3325	3178	2687	1849
ANKRD34B	25	33	17	40	39	102	126	124	96	66
ANKRD34C	20	8	13	14	7	951	1029	976	782	595
ANKRD35	29	31	17	34	19	817	808	879	759	570
ANKRD36	912	728	495	1051	644	977	988	1023	798	542
ANKRD36B	876	723	556	1021	611	860	863	868	787	427
ANKRD36BP1	519	438	267	538	248	225	229	244	205	105
ANKRD36BP2	171	114	92	213	111	54	44	36	32	44
ANKRD37	515	568	329	696	384	291	319	331	271	159
ANKRD39	516	718	445	758	566	994	1020	997	803	569
ANKRD40	5412	4667	3120	6428	3747	12264	12973	13188	11161	7048
ANKRD42	223	199	155	281	185	519	510	527	444	275
ANKRD43	60	42	27	81	59	3838	3919	4210	3311	3134
ANKRD44	870	770	455	972	638	1207	1290	1298	1082	806
ANKRD45	18	21	20	27	10	271	292	302	245	158
ANKRD46	1645	1219	896	1872	1098	6116	6060	6656	5214	3771
ANKRD49	1041	817	628	1218	697	670	719	726	583	421
ANKRD5	675	503	411	705	499	203	194	225	198	116
ANKRD50	3039	2512	1745	3384	2383	1568	1677	1658	1370	976
ANKRD52	9191	9014	6087	10564	6532	7925	8376	8093	7081	3846
ANKRD53	9	14	8	5	9	33	41	51	40	24
ANKRD54	1623	1781	1078	2103	1269	1878	1974	1900	1598	1060
ANKRD55	20	19	13	28	16	84	100	86	76	35
ANKRD56	35	20	17	30	34	630	633	521	463	369
ANKRD57	1969	1403	1028	2187	1763	340	363	344	324	237
ANKRD58	21	18	11	37	35	11	11	8	14	12
ANKRD6	471	444	308	584	337	2488	2555	2605	2068	1379
ANKRD62P1-PARP4P3	16	11	13	18	11	5	3	9	5	0
ANKRD63	0	0	0	0	7	2	1	2	0	15
ANKRD65	32	64	22	43	67	1082	1164	1194	971	978
ANKRD7	40	19	20	42	28	14	13	21	18	8
ANKRD9	497	479	333	613	1137	338	389	319	282	793
ANKS1A	2840	2974	1858	3668	2659	4147	4485	4269	3555	2379
ANKS1B	57	48	19	83	41	9624	9823	10432	8181	6089
ANKS3	530	615	393	676	845	864	895	896	785	701
ANKS4B	303	301	219	395	187	53	48	54	61	20
ANKS6	2944	2901	1932	3641	2344	3085	3260	3169	2522	1746
ANKUB1	0	1	0	2	2	6	4	1	2	2
ANKZF1	5920	6076	3763	7714	4393	3302	3418	3091	2691	1655
ANLN	15117	12684	8435	17453	11465	11293	11689	12015	9999	7078
ANO1	172	125	89	162	108	294	285	332	298	184
ANO10	2291	2248	1471	2947	1730	1793	1880	1832	1553	996
ANO2	130	156	80	167	82	126	133	147	117	74
ANO3	19	22	11	34	16	2317	2327	2562	2068	1450
ANO4	244	202	124	235	151	1315	1287	1423	1160	805
ANO5	358	296	213	422	312	1836	1852	2091	1603	1238
ANO6	7332	5795	4003	8082	5397	1760	1825	1842	1506	1137
ANO7	191	213	122	245	171	91	106	100	78	57
ANO8	997	1083	740	1172	1354	2432	2570	2503	2115	2154
ANO9	596	693	455	745	630	2	8	7	3	3
ANP32A	16844	14742	9965	21643	10906	8225	8703	8867	7431	4552
ANP32A-IT1	132	112	67	141	39	43	52	55	54	21
ANP32AP1	4	5	4	5	2	8	2	3	4	0
ANP32B	22055	19210	12661	28534	16581	3647	3776	3671	3372	2322
ANP32C	1	0	1	1	0	2	2	0	0	1
ANP32D	0	0	0	0	0	0	0	0	0	0
ANP32E	12028	9733	7067	14724	9272	6473	6420	6944	5625	4090
ANPEP	4229	4484	2818	5333	3287	165	157	129	137	73
ANTXR1	5457	4260	2977	5866	3972	3614	3728	3862	3162	2222
ANTXR2	4058	3362	2407	4731	2902	320	339	328	240	213
ANTXRL	1	0	1	3	0	2	1	5	3	1
ANUBL1	297	230	159	356	201	739	719	831	662	427
ANXA1	12264	10180	6983	14685	7619	1031	1069	1157	895	612
ANXA10	11	6	6	9	3	1	0	0	0	0
ANXA11	9717	9010	6089	12193	7198	5956	6247	6059	4986	3119
ANXA13	9	9	4	14	3	21	27	30	15	11
ANXA2	53883	46582	30410	66822	31821	1899	2058	1953	1655	984
ANXA2P1	8	8	5	10	5	20	28	22	25	9
ANXA2P2	4044	2874	1967	4270	1766	137	104	112	99	74
ANXA2P3	1	0	0	0	2	10	15	13	7	4
ANXA3	1198	939	645	1434	754	613	635	675	488	335
ANXA4	5421	4540	3209	6435	3458	880	926	1095	809	505
ANXA5	31914	25907	17845	38419	21563	5060	5374	5426	4389	3175
ANXA6	10543	9987	6698	13405	7114	20347	21589	21565	17794	10702
ANXA7	7453	6452	4430	8944	5069	7920	8379	8434	6854	4334
ANXA8	0	0	0	0	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0	0	0	0	0
ANXA8L2	31	24	16	37	33	1	1	0	1	1
ANXA9	531	544	330	634	337	245	256	246	234	137
AOAH	22	19	19	38	18	182	193	182	158	91
AOC2	228	232	155	254	161	306	305	285	229	148
AOC3	654	692	441	847	486	396	377	368	356	210
AOC4	21	20	11	21	18	1	4	1	3	0
AOX1	1160	972	662	1366	819	223	244	207	185	102
AOX2P	4	3	2	1	3	0	7	4	2	0
AP1AR	2155	1718	1118	2675	1686	2252	2249	2380	1952	1589
AP1B1	5531	6604	4083	6993	5722	9600	9978	9798	8559	5709
AP1B1P1	0	0	0	0	0	0	0	0	0	0
AP1G1	8755	7340	4997	10140	6397	7353	7821	8220	6522	4618
AP1G2	5287	5719	3525	6911	3613	5793	6448	6164	5054	2814
AP1M1	3958	4566	2724	5234	4139	4590	5009	4732	4045	3038
AP1M2	1238	1263	745	1555	824	10	18	22	20	11
AP1S1	4632	4498	3046	6051	3293	4314	4419	4374	3756	2337
AP1S2	3692	2894	2028	4267	2611	3257	3253	3593	2781	2201
AP1S3	562	483	343	733	354	260	287	311	245	166
AP2A1	4874	6166	3750	6431	7389	10282	10831	10313	9393	8117
AP2A2	3248	3640	2384	3970	3513	11475	12336	11817	10291	7948
AP2B1	22267	18997	12702	25513	15668	31045	32498	32659	27017	17742
AP2M1	28522	27878	18599	36898	18873	39180	43559	41119	35638	19936
AP2S1	4926	4720	3110	6554	4101	3411	3608	3524	3171	2345
AP3B1	6100	4926	3356	7036	4342	1697	1708	1868	1452	1019
AP3B2	142	148	83	170	93	9342	10174	9647	8369	5094
AP3D1	9535	10475	6499	11932	9635	10892	11624	10920	9428	6971
AP3M1	6345	5405	3758	7409	4651	2836	2910	3042	2465	1548
AP3M2	2628	2266	1540	3147	1794	6129	6475	6733	5308	3618
AP3S1	4864	3763	2827	5849	3660	3366	3374	3658	2886	2351
AP3S2	277	241	172	346	208	253	243	245	232	153
AP4B1	1727	1407	935	2015	1105	1331	1449	1389	1293	759
AP4E1	1801	1514	1076	2255	1414	910	916	1022	787	555
AP4M1	1155	1165	734	1435	1001	824	842	775	678	385
AP4S1	366	293	214	429	182	1021	1065	1190	911	501
APAF1	2816	2293	1589	3023	1597	2121	2299	2366	1918	1242
APBA1	124	101	62	136	114	11985	12932	12147	10335	6793
APBA2	871	1025	661	1087	973	12260	13025	12249	10250	8296
APBA3	333	437	342	446	821	347	365	340	297	356
APBB1	1344	1421	917	1711	1118	28557	31350	30072	25266	15832
APBB1IP	1149	951	682	1442	922	409	431	446	357	317
APBB2	2139	1750	1228	2375	1568	6584	6568	6920	5647	3752
APBB3	823	871	494	1068	751	2345	2636	2324	1990	1360
APC	3022	2559	1751	3321	2595	16415	17094	17553	13720	10659
APC2	62	79	64	79	151	9843	9947	9762	8630	11955
APCDD1	225	258	148	338	239	2288	2562	2357	2003	1378
APCDD1L	653	692	468	803	603	39	30	51	25	20
APCS	0	0	0	0	0	0	0	0	0	0
APEH	9266	9633	6139	12009	6084	4013	4400	4169	3503	1971
APEX1	15126	13893	9102	19178	9288	4861	4975	4871	4164	2302
APEX2	3353	3614	2251	4256	2259	665	671	673	512	330
APH1A	12058	11470	7322	14879	7801	3960	4539	4418	3684	2106
APH1B	746	635	418	866	566	2219	2187	2396	1966	1404
API5	12729	9777	7070	14610	8954	9134	9089	9632	7803	5402
APIP	2113	1737	1229	2576	1465	1017	1061	1144	953	682
APITD1	633	490	365	822	399	161	150	166	166	85
APITD1-CORT	5	5	16	19	4	19	11	9	8	13
APLF	242	165	131	241	158	48	54	62	52	38
APLN	440	473	277	611	333	1725	1837	1803	1543	841
APLNR	143	144	96	182	121	6014	6390	6287	5228	3282
APLP1	807	984	656	1191	909	52638	56313	53854	46755	33261
APLP2	34937	33420	20772	42332	25658	49732	52839	50362	42985	27425
APOA1	10831	12803	8187	15330	13273	8	17	10	9	10
APOA1BP	6174	5711	3548	7906	3907	2976	3239	3151	2645	1481
APOA2	25986	22147	14713	32742	13653	2	8	11	8	3
APOA4	68	57	53	59	43	0	0	0	1	1
APOA5	310	325	206	368	315	3	1	1	0	0
APOB	92609	78081	53427	100926	81751	61	51	63	46	47
APOBEC1	0	0	0	0	0	0	0	0	0	0
APOBEC2	21	14	16	12	14	11	8	7	13	8
APOBEC3A	6	39	10	12	6	9	12	12	10	2
APOBEC3B	1309	1303	875	1603	854	4	3	4	3	3
APOBEC3C	1707	1617	1167	1886	1275	74	90	83	63	34
APOBEC3D	370	362	231	442	228	35	34	24	29	16
APOBEC3F	673	611	424	866	490	70	57	50	53	25
APOBEC3G	741	678	467	925	550	101	109	126	100	67
APOBEC3H	8	11	7	15	9	10	6	10	10	3
APOBEC4	5	0	3	6	1	13	7	14	8	2
APOBR	66	79	70	127	108	105	117	114	105	45
APOC1	2641	2707	2029	3735	2155	496	440	537	419	274
APOC1P1	41	33	11	50	25	7	2	2	7	1
APOC2	0	0	0	0	0	0	0	0	0	0
APOC3	1054	1260	833	1522	1007	1	1	1	0	0
APOC4	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	13	4	9	13	4	4	2	0	6	3
APOD	446	435	262	550	305	21565	23103	22358	19070	11455
APOE	3966	4381	3152	5450	11993	9362	9050	9230	8550	16371
APOF	97	122	70	175	88	2	4	4	1	1
APOH	13635	11225	7849	16886	8611	4	3	0	0	3
APOL1	3640	3219	2260	4544	2184	717	816	748	639	350
APOL2	2921	2808	1890	3898	2085	5327	5771	5454	4924	2680
APOL3	601	516	354	751	374	488	572	560	471	240
APOL4	221	241	155	291	166	287	287	312	231	146
APOL5	0	0	0	0	0	6	4	1	8	4
APOL6	2726	2339	1745	3310	2068	1156	1242	1231	1023	752
APOLD1	1470	1082	784	1717	1196	3732	4014	4244	3296	2346
APOM	2592	2326	1449	3369	1516	73	55	60	53	25
APOO	1438	1222	829	1907	959	1849	2111	2011	1636	1091
APOOL	3102	2505	1840	3680	1956	2315	2410	2431	2112	1202
APOPT1	1268	1122	836	1708	1147	1036	1088	1114	909	781
APP	45853	42018	27227	55485	32315	133803	139890	138681	117820	74577
APPBP2	6482	5190	3672	7373	4851	6694	6785	7360	5721	4494
APPL1	4241	3521	2446	4911	3495	5764	6015	6424	4918	3655
APPL2	3676	3181	2206	4405	2531	3067	3118	3280	2649	1686
APRT	4365	5077	3453	6070	5758	840	908	920	793	620
APTX	2614	2261	1467	3164	1570	1567	1539	1539	1364	785
AQP1	474	440	302	582	320	15732	17253	16699	14254	8363
AQP10	181	218	134	236	149	0	1	0	0	0
AQP11	276	272	187	387	264	422	497	516	416	291
AQP12A	0	0	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0	0	1
AQP2	2	1	1	5	2	1	0	0	0	1
AQP3	2705	3100	1952	3761	2207	269	294	264	282	140
AQP4	43	40	20	41	35	39865	40989	43951	34630	24994
AQP5	16	8	8	12	12	73	77	72	77	33
AQP6	19	14	19	29	6	117	125	134	123	75
AQP7	30	32	22	40	21	130	169	132	104	57
AQP7P1	87	58	45	102	43	51	49	69	35	20
AQP7P3	19	14	11	26	8	11	15	16	17	8
AQP8	12	13	5	19	8	19	21	27	26	17
AQP9	2	2	0	1	2	110	108	137	97	58
